country, product, quantity, price
MA,Product 983,68,71.42
ZA,Product 984,9,32.32
GH,Product 985,24,3.60
KE,Product 986,87,1.26
GH,Product 987,82,8.29
GH,Product 988,64,10.69
NG,Product 989,68,35.53
GH,Product 990,62,9.81
ZA,Product 991,60,72.07
MA,Product 992,66,77.39
GH,Product 993,25,17.51
NG,Product 994,72,57.38
MA,Product 995,78,50.65
MA,Product 996,7,21.82
NG,Product 997,62,43.18
MA,Product 998,30,71.52
ZA,Product 999,12,14.63
NG,Product 1000,68,85.13
KE,Product 1001,89,87.28
MA,Product 1002,33,40.59
GH,Product 1003,8,20.66
ZA,Product 1004,85,9.54
MA,Product 1005,13,60.74
KE,Product 1006,98,52.39
NG,Product 1007,10,32.49
NG,Product 1008,87,18.81
ZA,Product 1009,78,34.33
GH,Product 1010,81,87.92
KE,Product 1011,94,53.86
KE,Product 1012,84,46.32
GH,Product 1013,28,78.76
NG,Product 1014,46,76.58
ZA,Product 1015,36,14.84
GH,Product 1016,12,4.94
ZA,Product 1017,76,70.79
NG,Product 1018,89,76.33
GH,Product 1019,85,3.39
NG,Product 1020,98,96.13
GH,Product 1021,17,40.68
KE,Product 1022,99,3.01
KE,Product 1023,37,63.42
KE,Product 1024,34,23.66
KE,Product 1025,36,95.08
GH,Product 1026,2,55.48
ZA,Product 1027,48,19.98
ZA,Product 1028,2,58.60
MA,Product 1029,5,56.01
MA,Product 1030,10,78.65
MA,Product 1031,17,75.29
NG,Product 1032,13,25.83
ZA,Product 1033,79,22.67
NG,Product 1034,41,69.40
NG,Product 1035,75,34.02
MA,Product 1036,67,86.66
NG,Product 1037,23,84.61
GH,Product 1038,53,59.98
NG,Product 1039,66,24.51
MA,Product 1040,60,4.51
GH,Product 1041,27,17.35
MA,Product 1042,66,42.81
KE,Product 1043,30,42.43
ZA,Product 1044,35,61.10
GH,Product 1045,80,17.96
MA,Product 1046,88,30.56
MA,Product 1047,22,5.46
GH,Product 1048,45,7.71
MA,Product 1049,1,75.91
ZA,Product 1050,33,93.98
MA,Product 1051,12,4.93
KE,Product 1052,13,41.17
ZA,Product 1053,36,25.74
GH,Product 1054,79,48.27
KE,Product 1055,34,73.21
GH,Product 1056,85,66.59
NG,Product 1057,49,5.80
ZA,Product 1058,77,98.95
NG,Product 1059,93,48.27
MA,Product 1060,64,62.88
ZA,Product 1061,24,2.29
KE,Product 1062,97,19.36
NG,Product 1063,33,11.72
KE,Product 1064,54,2.69
NG,Product 1065,3,56.43
ZA,Product 1066,29,54.12
MA,Product 1067,82,3.15
GH,Product 1068,28,14.78
MA,Product 1069,24,74.54
KE,Product 1070,33,90.88
MA,Product 1071,35,83.77
NG,Product 1072,38,48.43
NG,Product 1073,4,11.65
KE,Product 1074,96,17.11
GH,Product 1075,30,47.78
ZA,Product 1076,85,77.06
ZA,Product 1077,51,89.71
NG,Product 1078,28,9.04
NG,Product 1079,91,74.86
KE,Product 1080,33,66.89
KE,Product 1081,16,38.37
MA,Product 1082,3,22.39
GH,Product 1083,30,62.97
GH,Product 1084,4,2.20
KE,Product 1085,64,80.12
ZA,Product 1086,89,9.03
MA,Product 1087,25,42.03
ZA,Product 1088,89,72.96
MA,Product 1089,52,57.51
GH,Product 1090,95,38.55
GH,Product 1091,29,71.88
ZA,Product 1092,34,13.40
MA,Product 1093,75,20.75
ZA,Product 1094,98,3.97
KE,Product 1095,31,6.43
GH,Product 1096,79,66.96
MA,Product 1097,56,11.67
MA,Product 1098,72,97.92
MA,Product 1099,48,28.62
GH,Product 1100,54,46.47
ZA,Product 1101,50,88.03
ZA,Product 1102,5,71.69
GH,Product 1103,13,72.12
NG,Product 1104,33,29.39
KE,Product 1105,75,44.50
MA,Product 1106,1,71.63
GH,Product 1107,36,7.03
GH,Product 1108,65,96.79
NG,Product 1109,9,11.92
MA,Product 1110,28,99.15
NG,Product 1111,33,76.02
NG,Product 1112,7,79.94
GH,Product 1113,85,5.12
MA,Product 1114,35,61.76
ZA,Product 1115,40,46.11
GH,Product 1116,89,40.90
GH,Product 1117,34,16.47
GH,Product 1118,84,39.13
MA,Product 1119,59,51.41
GH,Product 1120,30,47.11
MA,Product 1121,63,1.16
KE,Product 1122,4,52.46
GH,Product 1123,49,1.71
GH,Product 1124,36,27.45
MA,Product 1125,34,37.33
GH,Product 1126,49,89.99
ZA,Product 1127,51,86.29
MA,Product 1128,54,64.44
GH,Product 1129,32,7.33
MA,Product 1130,87,27.43
MA,Product 1131,77,81.34
NG,Product 1132,8,63.47
MA,Product 1133,83,80.85
NG,Product 1134,89,36.89
MA,Product 1135,43,46.06
ZA,Product 1136,69,83.29
ZA,Product 1137,80,10.01
KE,Product 1138,13,59.67
MA,Product 1139,1,34.15
NG,Product 1140,88,83.16
GH,Product 1141,70,83.41
ZA,Product 1142,97,83.02
GH,Product 1143,73,1.52
GH,Product 1144,34,14.55
KE,Product 1145,46,56.40
MA,Product 1146,0,57.20
ZA,Product 1147,9,51.38
ZA,Product 1148,17,77.39
MA,Product 1149,37,18.36
GH,Product 1150,10,21.13
GH,Product 1151,47,49.30
ZA,Product 1152,36,0.93
KE,Product 1153,68,33.68
MA,Product 1154,36,27.08
KE,Product 1155,59,58.07
GH,Product 1156,5,21.90
GH,Product 1157,6,65.55
GH,Product 1158,71,81.38
KE,Product 1159,68,13.26
NG,Product 1160,85,76.79
GH,Product 1161,50,2.96
KE,Product 1162,18,30.40
ZA,Product 1163,18,26.16
ZA,Product 1164,53,12.04
GH,Product 1165,58,15.64
NG,Product 1166,73,94.77
KE,Product 1167,96,31.43
GH,Product 1168,68,6.65
KE,Product 1169,67,11.80
GH,Product 1170,72,5.82
GH,Product 1171,1,64.16
KE,Product 1172,86,36.58
NG,Product 1173,79,5.56
KE,Product 1174,63,70.58
KE,Product 1175,92,44.49
MA,Product 1176,37,65.55
ZA,Product 1177,5,9.78
ZA,Product 1178,41,32.71
KE,Product 1179,69,51.15
ZA,Product 1180,46,35.16
MA,Product 1181,77,18.41
KE,Product 1182,57,30.93
MA,Product 1183,72,86.69
KE,Product 1184,42,55.76
GH,Product 1185,26,23.44
KE,Product 1186,48,30.76
KE,Product 1187,80,54.91
GH,Product 1188,75,89.25
GH,Product 1189,58,26.15
KE,Product 1190,49,75.49
NG,Product 1191,2,45.39
NG,Product 1192,59,70.02
NG,Product 1193,91,81.39
MA,Product 1194,77,32.28
KE,Product 1195,61,36.82
NG,Product 1196,66,28.75
NG,Product 1197,69,21.55
ZA,Product 1198,49,76.43
ZA,Product 1199,8,54.95
NG,Product 1200,34,78.28
ZA,Product 1201,69,38.36
NG,Product 1202,39,79.84
KE,Product 1203,43,37.85
ZA,Product 1204,94,52.87
GH,Product 1205,17,66.84
GH,Product 1206,86,97.14
GH,Product 1207,86,53.31
MA,Product 1208,67,79.42
ZA,Product 1209,22,51.73
ZA,Product 1210,26,45.55
ZA,Product 1211,5,82.48
ZA,Product 1212,23,23.47
NG,Product 1213,23,21.48
GH,Product 1214,18,87.98
GH,Product 1215,18,3.28
MA,Product 1216,71,54.36
NG,Product 1217,15,82.50
ZA,Product 1218,32,30.78
MA,Product 1219,27,83.02
MA,Product 1220,72,20.83
MA,Product 1221,68,31.51
NG,Product 1222,62,46.13
MA,Product 1223,3,66.58
NG,Product 1224,76,43.61
NG,Product 1225,29,76.48
MA,Product 1226,96,78.70
MA,Product 1227,77,34.40
GH,Product 1228,37,7.25
ZA,Product 1229,82,48.52
MA,Product 1230,20,86.08
GH,Product 1231,53,78.87
ZA,Product 1232,72,52.85
MA,Product 1233,3,90.24
ZA,Product 1234,65,42.42
GH,Product 1235,28,19.81
ZA,Product 1236,54,8.51
MA,Product 1237,78,83.47
MA,Product 1238,63,37.85
NG,Product 1239,53,93.17
KE,Product 1240,33,28.72
ZA,Product 1241,74,84.43
GH,Product 1242,46,21.73
KE,Product 1243,62,86.17
GH,Product 1244,51,1.84
NG,Product 1245,93,88.82
KE,Product 1246,51,65.71
KE,Product 1247,45,60.32
KE,Product 1248,6,52.34
ZA,Product 1249,50,8.21
MA,Product 1250,70,27.81
NG,Product 1251,56,39.40
MA,Product 1252,50,49.53
MA,Product 1253,77,95.30
GH,Product 1254,43,47.24
ZA,Product 1255,85,13.47
ZA,Product 1256,23,79.65
MA,Product 1257,62,37.97
KE,Product 1258,17,39.53
KE,Product 1259,64,55.42
ZA,Product 1260,51,4.16
MA,Product 1261,16,41.81
ZA,Product 1262,30,55.07
MA,Product 1263,98,13.88
KE,Product 1264,47,32.88
MA,Product 1265,54,91.53
KE,Product 1266,57,61.79
NG,Product 1267,58,10.06
KE,Product 1268,3,92.98
KE,Product 1269,36,64.36
KE,Product 1270,62,7.51
NG,Product 1271,72,68.92
ZA,Product 1272,21,11.88
KE,Product 1273,33,4.57
GH,Product 1274,36,36.44
MA,Product 1275,87,5.13
NG,Product 1276,91,33.74
GH,Product 1277,67,81.89
KE,Product 1278,37,26.62
MA,Product 1279,20,16.93
ZA,Product 1280,13,59.74
NG,Product 1281,48,86.69
ZA,Product 1282,30,22.00
ZA,Product 1283,67,2.96
GH,Product 1284,5,30.74
ZA,Product 1285,75,76.23
GH,Product 1286,47,37.34
MA,Product 1287,34,85.62
ZA,Product 1288,52,26.42
NG,Product 1289,84,35.69
ZA,Product 1290,88,99.41
KE,Product 1291,21,18.18
NG,Product 1292,94,70.16
NG,Product 1293,51,97.30
GH,Product 1294,11,95.94
GH,Product 1295,82,16.99
KE,Product 1296,90,56.73
NG,Product 1297,99,31.66
GH,Product 1298,36,29.45
ZA,Product 1299,75,0.75
NG,Product 1300,96,48.58
NG,Product 1301,88,99.24
KE,Product 1302,20,89.47
NG,Product 1303,13,59.63
NG,Product 1304,4,79.52
NG,Product 1305,3,62.49
MA,Product 1306,90,29.82
GH,Product 1307,25,90.87
MA,Product 1308,27,16.05
MA,Product 1309,97,84.80
MA,Product 1310,43,89.06
MA,Product 1311,56,91.87
KE,Product 1312,24,77.87
GH,Product 1313,23,26.37
MA,Product 1314,53,82.49
KE,Product 1315,59,88.73
NG,Product 1316,76,9.66
GH,Product 1317,12,71.06
MA,Product 1318,41,59.57
ZA,Product 1319,49,55.99
GH,Product 1320,6,50.62
KE,Product 1321,27,3.07
GH,Product 1322,77,73.33
KE,Product 1323,72,91.28
GH,Product 1324,3,74.66
GH,Product 1325,21,97.80
MA,Product 1326,28,67.61
ZA,Product 1327,91,74.31
ZA,Product 1328,92,95.97
NG,Product 1329,23,81.33
ZA,Product 1330,57,0.04
ZA,Product 1331,39,49.12
GH,Product 1332,30,6.22
NG,Product 1333,51,21.35
NG,Product 1334,49,80.80
MA,Product 1335,84,50.61
NG,Product 1336,98,35.62
NG,Product 1337,78,10.12
ZA,Product 1338,67,99.51
GH,Product 1339,58,81.49
MA,Product 1340,21,14.30
ZA,Product 1341,30,39.87
KE,Product 1342,11,46.67
KE,Product 1343,68,92.85
ZA,Product 1344,9,39.17
GH,Product 1345,63,95.94
ZA,Product 1346,75,18.03
NG,Product 1347,64,27.36
MA,Product 1348,17,71.73
ZA,Product 1349,12,34.44
ZA,Product 1350,81,39.32
ZA,Product 1351,29,93.03
KE,Product 1352,17,63.37
GH,Product 1353,80,41.64
KE,Product 1354,56,84.37
NG,Product 1355,49,96.24
KE,Product 1356,6,2.99
ZA,Product 1357,45,94.43
KE,Product 1358,47,65.34
KE,Product 1359,12,76.09
MA,Product 1360,30,75.50
ZA,Product 1361,1,29.55
GH,Product 1362,18,52.67
MA,Product 1363,5,87.80
NG,Product 1364,43,5.18
GH,Product 1365,97,29.90
ZA,Product 1366,67,23.88
NG,Product 1367,86,28.36
MA,Product 1368,19,59.69
ZA,Product 1369,40,41.60
ZA,Product 1370,93,63.77
NG,Product 1371,61,68.56
GH,Product 1372,8,92.26
MA,Product 1373,50,27.16
NG,Product 1374,33,58.98
NG,Product 1375,37,12.13
GH,Product 1376,53,63.26
GH,Product 1377,61,59.22
KE,Product 1378,93,62.03
KE,Product 1379,55,64.54
MA,Product 1380,32,52.93
ZA,Product 1381,31,39.80
ZA,Product 1382,75,74.72
ZA,Product 1383,55,46.74
KE,Product 1384,51,89.88
ZA,Product 1385,98,29.55
GH,Product 1386,86,49.75
NG,Product 1387,35,34.63
NG,Product 1388,78,91.81
NG,Product 1389,8,15.34
ZA,Product 1390,15,45.25
NG,Product 1391,56,85.24
KE,Product 1392,71,53.62
ZA,Product 1393,32,10.43
ZA,Product 1394,19,64.88
MA,Product 1395,37,69.70
KE,Product 1396,89,46.57
MA,Product 1397,39,7.61
GH,Product 1398,66,47.19
KE,Product 1399,52,74.09
MA,Product 1400,71,20.56
GH,Product 1401,62,2.75
ZA,Product 1402,35,61.44
GH,Product 1403,30,42.02
GH,Product 1404,7,57.63
KE,Product 1405,4,15.66
ZA,Product 1406,79,41.01
ZA,Product 1407,84,12.58
MA,Product 1408,55,48.36
ZA,Product 1409,63,10.14
KE,Product 1410,30,14.67
GH,Product 1411,19,70.09
GH,Product 1412,35,25.18
NG,Product 1413,70,78.96
GH,Product 1414,15,37.69
KE,Product 1415,57,77.21
GH,Product 1416,42,32.02
GH,Product 1417,65,76.02
GH,Product 1418,83,77.50
MA,Product 1419,49,31.04
MA,Product 1420,46,6.40
NG,Product 1421,64,61.83
MA,Product 1422,49,72.65
NG,Product 1423,20,53.12
KE,Product 1424,79,3.00
MA,Product 1425,56,95.01
KE,Product 1426,24,96.53
KE,Product 1427,47,82.14
KE,Product 1428,37,79.54
GH,Product 1429,88,98.32
NG,Product 1430,95,35.30
NG,Product 1431,15,39.31
KE,Product 1432,92,78.22
ZA,Product 1433,6,61.00
MA,Product 1434,19,18.53
GH,Product 1435,62,51.97
ZA,Product 1436,28,14.30
ZA,Product 1437,89,22.59
ZA,Product 1438,99,83.83
GH,Product 1439,56,71.38
MA,Product 1440,49,12.45
ZA,Product 1441,11,0.30
KE,Product 1442,78,13.80
GH,Product 1443,1,31.72
MA,Product 1444,61,49.97
GH,Product 1445,60,40.57
ZA,Product 1446,68,14.51
GH,Product 1447,67,61.85
ZA,Product 1448,85,43.03
ZA,Product 1449,5,46.47
ZA,Product 1450,11,11.45
GH,Product 1451,9,67.68
ZA,Product 1452,13,19.91
MA,Product 1453,46,18.82
GH,Product 1454,21,43.84
MA,Product 1455,10,99.67
GH,Product 1456,23,87.78
GH,Product 1457,64,32.93
KE,Product 1458,69,2.90
MA,Product 1459,89,72.06
KE,Product 1460,68,5.69
MA,Product 1461,62,92.46
MA,Product 1462,42,37.62
NG,Product 1463,77,53.30
MA,Product 1464,43,75.00
ZA,Product 1465,34,42.97
GH,Product 1466,68,5.24
GH,Product 1467,47,4.08
NG,Product 1468,62,60.58
MA,Product 1469,68,73.76
GH,Product 1470,94,86.07
GH,Product 1471,22,29.74
GH,Product 1472,88,14.41
ZA,Product 1473,67,47.44
GH,Product 1474,62,97.93
ZA,Product 1475,68,12.52
ZA,Product 1476,20,77.34
NG,Product 1477,27,42.80
MA,Product 1478,61,55.48
KE,Product 1479,46,67.18
KE,Product 1480,87,66.17
ZA,Product 1481,90,27.46
ZA,Product 1482,39,35.59
ZA,Product 1483,36,63.56
ZA,Product 1484,95,6.62
NG,Product 1485,74,44.02
MA,Product 1486,26,63.87
GH,Product 1487,16,83.20
MA,Product 1488,25,82.31
KE,Product 1489,30,82.01
ZA,Product 1490,86,31.25
MA,Product 1491,63,19.15
MA,Product 1492,30,38.01
MA,Product 1493,56,56.21
GH,Product 1494,81,1.87
MA,Product 1495,70,19.90
NG,Product 1496,81,93.98
GH,Product 1497,25,51.36
GH,Product 1498,91,21.75
KE,Product 1499,94,72.46
MA,Product 1500,68,31.97
ZA,Product 1501,35,79.71
NG,Product 1502,91,14.74
KE,Product 1503,3,65.40
MA,Product 1504,92,41.08
NG,Product 1505,42,78.75
MA,Product 1506,3,69.40
MA,Product 1507,93,86.15
NG,Product 1508,50,1.83
NG,Product 1509,2,23.10
NG,Product 1510,19,14.98
KE,Product 1511,60,22.55
ZA,Product 1512,6,17.00
ZA,Product 1513,32,21.62
KE,Product 1514,24,71.76
ZA,Product 1515,19,65.83
NG,Product 1516,69,47.79
KE,Product 1517,73,45.28
NG,Product 1518,91,56.72
GH,Product 1519,45,38.14
KE,Product 1520,43,24.34
MA,Product 1521,7,31.08
GH,Product 1522,39,68.40
MA,Product 1523,59,65.37
GH,Product 1524,64,67.28
ZA,Product 1525,11,15.52
KE,Product 1526,77,92.07
ZA,Product 1527,25,27.75
ZA,Product 1528,13,38.53
NG,Product 1529,48,45.39
NG,Product 1530,69,21.87
MA,Product 1531,69,35.61
ZA,Product 1532,71,27.40
ZA,Product 1533,29,60.54
ZA,Product 1534,10,28.04
GH,Product 1535,58,17.21
MA,Product 1536,74,76.88
ZA,Product 1537,52,71.67
MA,Product 1538,24,27.82
MA,Product 1539,51,36.81
GH,Product 1540,42,80.61
ZA,Product 1541,54,50.16
KE,Product 1542,68,51.69
KE,Product 1543,1,45.53
GH,Product 1544,20,93.49
GH,Product 1545,72,10.09
KE,Product 1546,90,84.48
KE,Product 1547,13,51.93
MA,Product 1548,26,97.46
MA,Product 1549,18,36.96
KE,Product 1550,32,14.53
GH,Product 1551,38,71.09
MA,Product 1552,10,76.46
ZA,Product 1553,58,45.43
NG,Product 1554,45,97.92
GH,Product 1555,60,13.27
MA,Product 1556,20,71.87
KE,Product 1557,80,85.05
MA,Product 1558,80,13.10
ZA,Product 1559,69,19.42
GH,Product 1560,16,63.11
NG,Product 1561,38,1.06
MA,Product 1562,9,62.32
ZA,Product 1563,25,80.12
ZA,Product 1564,61,15.24
GH,Product 1565,6,67.25
ZA,Product 1566,7,6.30
NG,Product 1567,75,31.56
MA,Product 1568,25,95.04
GH,Product 1569,57,70.52
MA,Product 1570,53,95.50
GH,Product 1571,58,51.54
KE,Product 1572,63,82.90
GH,Product 1573,49,15.62
GH,Product 1574,84,26.87
KE,Product 1575,50,50.51
NG,Product 1576,60,90.03
MA,Product 1577,21,98.22
MA,Product 1578,12,26.03
NG,Product 1579,91,47.14
GH,Product 1580,72,78.53
NG,Product 1581,68,92.80
GH,Product 1582,70,95.99
ZA,Product 1583,32,53.87
KE,Product 1584,57,48.68
NG,Product 1585,11,45.08
ZA,Product 1586,50,87.67
NG,Product 1587,27,39.99
GH,Product 1588,17,73.18
MA,Product 1589,73,34.29
GH,Product 1590,79,16.23
MA,Product 1591,6,50.23
ZA,Product 1592,79,56.44
NG,Product 1593,12,33.99
ZA,Product 1594,0,47.06
ZA,Product 1595,53,11.45
ZA,Product 1596,23,24.50
ZA,Product 1597,86,21.11
GH,Product 1598,38,74.06
MA,Product 1599,95,59.57
MA,Product 1600,81,2.25
GH,Product 1601,93,52.95
GH,Product 1602,57,61.54
NG,Product 1603,68,18.90
MA,Product 1604,42,43.37
MA,Product 1605,55,2.88
MA,Product 1606,42,68.42
MA,Product 1607,62,57.14
ZA,Product 1608,77,19.10
KE,Product 1609,50,7.07
KE,Product 1610,57,94.10
GH,Product 1611,53,27.55
GH,Product 1612,92,36.33
ZA,Product 1613,55,37.74
NG,Product 1614,46,5.24
GH,Product 1615,67,16.67
ZA,Product 1616,74,87.12
MA,Product 1617,36,70.42
MA,Product 1618,38,60.06
NG,Product 1619,98,87.50
KE,Product 1620,87,56.45
NG,Product 1621,90,34.87
KE,Product 1622,3,98.81
KE,Product 1623,26,72.54
KE,Product 1624,72,67.00
GH,Product 1625,10,75.93
ZA,Product 1626,51,55.58
NG,Product 1627,41,18.55
NG,Product 1628,99,9.11
ZA,Product 1629,87,79.91
MA,Product 1630,47,41.57
KE,Product 1631,62,13.70
NG,Product 1632,28,48.56
NG,Product 1633,10,18.23
NG,Product 1634,52,89.30
KE,Product 1635,47,73.19
NG,Product 1636,26,53.47
GH,Product 1637,12,25.46
MA,Product 1638,50,81.27
MA,Product 1639,82,84.39
KE,Product 1640,65,6.94
ZA,Product 1641,84,90.30
MA,Product 1642,81,1.75
KE,Product 1643,32,16.69
ZA,Product 1644,85,87.56
KE,Product 1645,33,31.56
ZA,Product 1646,28,15.90
NG,Product 1647,60,32.76
NG,Product 1648,36,48.12
NG,Product 1649,42,61.08
KE,Product 1650,81,59.08
MA,Product 1651,95,27.89
ZA,Product 1652,34,59.78
MA,Product 1653,65,50.00
ZA,Product 1654,27,59.11
GH,Product 1655,35,28.84
ZA,Product 1656,60,48.74
GH,Product 1657,36,80.72
NG,Product 1658,6,72.01
MA,Product 1659,35,57.95
GH,Product 1660,69,19.55
GH,Product 1661,75,18.24
ZA,Product 1662,50,18.33
KE,Product 1663,85,38.18
ZA,Product 1664,19,23.79
ZA,Product 1665,82,17.76
ZA,Product 1666,68,19.04
MA,Product 1667,97,35.03
ZA,Product 1668,89,81.87
ZA,Product 1669,82,6.43
KE,Product 1670,83,91.59
ZA,Product 1671,99,59.27
GH,Product 1672,21,34.12
GH,Product 1673,67,68.14
NG,Product 1674,9,44.92
KE,Product 1675,74,5.10
MA,Product 1676,57,19.72
NG,Product 1677,43,98.03
KE,Product 1678,32,64.90
GH,Product 1679,81,37.39
KE,Product 1680,87,58.31
NG,Product 1681,0,49.04
KE,Product 1682,22,24.68
KE,Product 1683,55,61.06
GH,Product 1684,84,52.85
GH,Product 1685,67,67.87
NG,Product 1686,8,45.96
ZA,Product 1687,59,11.46
KE,Product 1688,47,99.30
KE,Product 1689,61,95.15
GH,Product 1690,57,24.74
MA,Product 1691,61,36.73
MA,Product 1692,87,22.09
MA,Product 1693,46,0.33
ZA,Product 1694,6,48.91
KE,Product 1695,58,20.92
GH,Product 1696,87,47.83
KE,Product 1697,91,39.83
ZA,Product 1698,83,81.61
ZA,Product 1699,31,53.71
NG,Product 1700,18,6.18
GH,Product 1701,89,95.80
KE,Product 1702,18,11.39
KE,Product 1703,16,17.14
KE,Product 1704,87,69.54
ZA,Product 1705,32,56.17
GH,Product 1706,90,42.62
MA,Product 1707,11,1.45
ZA,Product 1708,28,11.20
KE,Product 1709,53,85.82
KE,Product 1710,39,99.94
NG,Product 1711,97,69.13
ZA,Product 1712,14,15.97
GH,Product 1713,50,74.51
NG,Product 1714,81,79.08
ZA,Product 1715,60,74.53
MA,Product 1716,4,46.22
ZA,Product 1717,94,58.82
KE,Product 1718,79,16.11
KE,Product 1719,0,38.99
ZA,Product 1720,75,62.88
NG,Product 1721,16,25.72
KE,Product 1722,67,0.61
NG,Product 1723,90,62.87
ZA,Product 1724,74,92.32
GH,Product 1725,42,27.26
ZA,Product 1726,25,97.21
MA,Product 1727,10,33.95
GH,Product 1728,17,69.87
NG,Product 1729,11,76.98
GH,Product 1730,21,21.09
GH,Product 1731,65,39.87
NG,Product 1732,74,19.62
KE,Product 1733,7,97.72
KE,Product 1734,36,97.68
ZA,Product 1735,75,15.28
KE,Product 1736,17,27.92
ZA,Product 1737,68,68.25
GH,Product 1738,0,40.81
ZA,Product 1739,76,23.59
MA,Product 1740,95,41.84
ZA,Product 1741,83,84.27
NG,Product 1742,59,45.26
GH,Product 1743,28,97.02
NG,Product 1744,56,52.97
MA,Product 1745,80,65.09
KE,Product 1746,87,71.87
MA,Product 1747,98,45.86
KE,Product 1748,41,9.49
GH,Product 1749,65,26.21
GH,Product 1750,36,88.06
MA,Product 1751,40,92.63
KE,Product 1752,32,90.47
GH,Product 1753,43,76.80
MA,Product 1754,81,50.60
MA,Product 1755,94,51.35
KE,Product 1756,34,48.32
MA,Product 1757,55,20.90
NG,Product 1758,83,18.41
KE,Product 1759,90,58.23
MA,Product 1760,70,45.60
ZA,Product 1761,47,16.34
ZA,Product 1762,53,52.38
MA,Product 1763,83,4.30
MA,Product 1764,56,63.89
NG,Product 1765,92,22.24
GH,Product 1766,24,38.48
NG,Product 1767,63,2.61
GH,Product 1768,48,97.18
ZA,Product 1769,51,43.14
NG,Product 1770,90,61.55
NG,Product 1771,54,40.31
GH,Product 1772,10,59.18
KE,Product 1773,98,53.32
MA,Product 1774,2,36.24
NG,Product 1775,4,20.57
MA,Product 1776,29,97.53
ZA,Product 1777,3,54.47
NG,Product 1778,56,56.94
NG,Product 1779,95,50.14
ZA,Product 1780,89,75.32
KE,Product 1781,90,19.51
ZA,Product 1782,40,98.91
ZA,Product 1783,67,92.20
NG,Product 1784,2,85.19
GH,Product 1785,78,23.84
KE,Product 1786,1,69.80
GH,Product 1787,70,37.41
ZA,Product 1788,35,45.81
NG,Product 1789,70,38.69
GH,Product 1790,48,23.11
KE,Product 1791,70,83.61
ZA,Product 1792,46,18.33
NG,Product 1793,45,0.39
ZA,Product 1794,92,18.53
KE,Product 1795,49,16.36
ZA,Product 1796,78,99.51
KE,Product 1797,91,77.57
NG,Product 1798,13,96.56
NG,Product 1799,95,55.60
ZA,Product 1800,76,19.37
NG,Product 1801,87,8.53
ZA,Product 1802,38,46.75
GH,Product 1803,21,82.56
MA,Product 1804,16,4.07
GH,Product 1805,66,13.57
KE,Product 1806,74,33.24
NG,Product 1807,17,25.35
ZA,Product 1808,89,24.94
MA,Product 1809,35,85.24
MA,Product 1810,96,58.09
ZA,Product 1811,7,37.96
KE,Product 1812,23,48.46
ZA,Product 1813,58,49.36
ZA,Product 1814,17,83.89
MA,Product 1815,85,64.54
MA,Product 1816,75,77.23
GH,Product 1817,1,98.29
KE,Product 1818,47,6.80
KE,Product 1819,11,11.05
KE,Product 1820,57,54.98
ZA,Product 1821,72,52.33
MA,Product 1822,60,43.30
GH,Product 1823,0,70.15
NG,Product 1824,9,17.16
NG,Product 1825,1,94.86
ZA,Product 1826,42,2.17
NG,Product 1827,95,53.71
MA,Product 1828,12,45.12
KE,Product 1829,47,24.87
NG,Product 1830,29,53.66
NG,Product 1831,89,56.16
NG,Product 1832,44,90.37
GH,Product 1833,8,49.40
NG,Product 1834,96,34.24
KE,Product 1835,81,33.67
MA,Product 1836,4,2.30
MA,Product 1837,96,3.40
KE,Product 1838,42,17.51
ZA,Product 1839,6,35.78
MA,Product 1840,89,72.96
NG,Product 1841,53,74.14
NG,Product 1842,28,99.98
GH,Product 1843,69,4.60
ZA,Product 1844,30,58.77
GH,Product 1845,23,87.62
NG,Product 1846,7,90.10
KE,Product 1847,78,72.15
GH,Product 1848,70,67.99
KE,Product 1849,62,29.44
ZA,Product 1850,32,59.97
ZA,Product 1851,76,72.82
MA,Product 1852,45,96.81
GH,Product 1853,66,8.77
NG,Product 1854,99,75.92
GH,Product 1855,64,41.95
NG,Product 1856,26,51.85
KE,Product 1857,99,63.70
